Date;AppID;AppName;Country;Version;Author;Rating;Title;Review;Translated title;Translated review;Reply Date;Developer Reply;User;Tags;Categories;Notes;Likes;Dislikes;Link;Permalink;AF Link
12/06/20 2:12;746894884;Google Play Películas;us;2.17.0034;The story-tellers;1;This App doesn’t work;Garbage - iOS 12.3 - app crashes and cannot be reloaded;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6065173800;https://appfollow.io/app/4037/review/166681945;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=166681945
11/06/20 0:31;746894884;Google Play Películas;us;2.17.0034;Enter a Nickname Store;5;I like I like this app because you can only do you want thank you so much.;“Laern”“More”. Peace out tonight alligators.?!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6060893943;https://appfollow.io/app/4037/review/221548872;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221548872
10/06/20 11:22;746894884;Google Play Películas;jp;2.17.0034;____;1;__;"__________________________________
__________DVD_________";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6058502143;https://appfollow.io/app/4037/review/221368777;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221368777
10/06/20 5:21;746894884;Google Play Películas;us;2.17.0034;Waggy the Podfather;1;Unusable;This is the worst user experience I’ve ever had with an application since the advent of the iPhone. It is not possible to watch a movie through without the video randomly skipping backwards and the audio continuing on. Please remove this from the App Store so no one else has to go through the hell that I have gone through.;;;26/06/20 19:16;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6057479798;https://appfollow.io/app/4037/review/221321992;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221321992
10/06/20 3:45;746894884;Google Play Películas;us;2.17.0034;Disco Dan sir;2;Glitchy;So bad. Resuming a film either goes to another spot in the film or the audio goes out of sync;;;26/06/20 19:16;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6057229273;https://appfollow.io/app/4037/review/221321991;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221321991
10/06/20 3:43;746894884;Google Play Películas;br;2.17.0034;joao.ch;1;NÃO ASSINEM !!!;"Mesmo lendo os comentários que diziam que era ruim, baixei. Tive o desprazer de gastar dinheiro num filme que trava e não te permite assisti-lo. Estou a 40 minutos tentando terminar um filme é não consigo. 
PÉSSIMA experiência !!!!
Não possui muitos recursos, não facilita a compra, vc fica confuso pq tem que usar a Web pra fazer tudo. Nem sei pq o App existe _______

NOTA:        -2";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6057225892;https://appfollow.io/app/4037/review/221321993;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221321993
10/06/20 0:45;746894884;Google Play Películas;us;2.17.0034;c loca;1;Literally doesn’t work;Trying to watch a movie I purchased years ago and has worked multiple times but now the whole audio and video is messed up. It keeps skipping around in the video while the audio keeps at the wrong part. Worked until the climax of the movie and then completely will not let me finish watching it. HORRIBLE! FIX THE APP PLEASE :(;;;26/06/20 19:18;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6056761830;https://appfollow.io/app/4037/review/221291461;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221291461
9/06/20 23:31;746894884;Google Play Películas;us;2.17.0034;Alvyn02;1;buggiest app ever;i rented a movie to play in google play and first 1hr was good tho i couldn’t stretch it to full notch screen then it started to rewind and couldn’t stay on track its so annoying still couldn’t finish the movie its a trash app do not use this app anyone rent movie’s to youtube that would be wise!!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6056585397;https://appfollow.io/app/4037/review/221291460;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221291460
9/06/20 14:10;746894884;Google Play Películas;hk;2.17.0034;ElvinChow;2;____;_______________________________________________________________________________________________google_______app_______;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6054983401;https://appfollow.io/app/4037/review/221152903;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221152903
9/06/20 11:31;746894884;Google Play Películas;us;2.15.0012;LeAhLaNaE;1;Disappointed;I use to love this app but now every time I rent a movie it glitches and starts playing scenes from earlier in the movie. I will not be renting another movie again smh.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6054433507;https://appfollow.io/app/4037/review/221146122;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221146122
8/06/20 23:30;746894884;Google Play Películas;us;2.17.0034;drvonj;2;Playback issues;There are some serious playback issues. I’ve attempted to watch several movies from my purchased library and several minutes into watching it skips to a prior part of the film, but the navigation button remains in the same place. If I rewind the film it doesn’t correct anything. In fact at times it skips to a random location. This is the same in YouTube for purchased content. Please fix;;;26/06/20 19:18;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6052529418;https://appfollow.io/app/4037/review/221015074;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221015074
8/06/20 17:54;746894884;Google Play Películas;ch;2.17.0034;Ernst D. Lebens;1;Apple TV Verbindung mangelhaft;Beim Abspielen von Serien auf dem Apple TV muss ich die App jedes Mal neu starten, damit die nächste Episode mit Ton läuft :(;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6051681285;https://appfollow.io/app/4037/review/221001253;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=221001253
8/06/20 2:22;746894884;Google Play Películas;br;2.17.0034;lfsefair;1;Péssimo;Um lixo de aplicativo! Não sei como a Google faz um app assim. Na Smart Tv a plataforma é horrível, não consegui modificar o idioma do filme e a legenda aparece atrasada, quando ela aparece. Enfim, não consegui assistir o filme e pedi reembolso.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6049008468;https://appfollow.io/app/4037/review/220911412;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220911412
7/06/20 22:53;746894884;Google Play Películas;br;2.17.0034;Maria CarolM;1;Péssima experiência;Aplicativo trava toda hora no meio do filme. Áudio e vídeos descasados toda hora. Uma vergonha esse app.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6048518834;https://appfollow.io/app/4037/review/220886218;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220886218
7/06/20 20:11;746894884;Google Play Películas;gb;2.17.0034;layout fan;5;Best app ever;I couldn’t live without this app. I love it cos I can watch mama Mia like on WiFi at any time but I would like it to be allowed not on WiFi I’m a kid so I won’t have data so next time on a upgrade I expect it to be like that . No pressure by allot of pressure ok now do it or else! Anyway I love this app it’s really cool and cute;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6048132621;https://appfollow.io/app/4037/review/220886217;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220886217
7/06/20 18:22;746894884;Google Play Películas;us;2.17.0034;Dylan L 056;1;Horrible;When you get to the end of a movie it starts playing one of the beginning scenes with different audio;;;26/06/20 19:18;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6047832006;https://appfollow.io/app/4037/review/220870683;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220870683
7/06/20 15:10;746894884;Google Play Películas;nl;2.17.0034;zeeerrr ontevreden;1;.;Film gehuurd ging goed tot aan het betalen, ik heb betaald voor de film en hij gaf een foutmelding aan daarna nog 3x geprobeerd.... dramatisch meer dan €10 kwijt!!! Slaat nergens op;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6047227362;https://appfollow.io/app/4037/review/220860504;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220860504
7/06/20 15:04;746894884;Google Play Películas;th;2.17.0034;QuePavarit;1;___________;________________________ ________________________ ___________________ ___________________ _______________________ ________________ _______ ________________ _________________;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6047203546;https://appfollow.io/app/4037/review/220860505;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220860505
7/06/20 10:53;746894884;Google Play Películas;ru;2.17.0034;Aleks87 29;1;____;__________ _____ _ _____, __________ ________;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6046351163;https://appfollow.io/app/4037/review/220842549;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220842549
7/06/20 10:19;746894884;Google Play Películas;au;2.17.0034;Obijof;1;Keeps crashing;"This used to be a great app, but now it crashes and plays audio and video out of synch.  I’m somewhat surprised by the poor quality of the app now.

I thought it would be safe buying shows via Google, but I won’t be purchasing any more this way until the app improves.";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6046253920;https://appfollow.io/app/4037/review/220842548;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220842548
7/06/20 10:08;746894884;Google Play Películas;au;2.17.0034;crankshaft89;1;Bugs;Always glitches and plays start of movie over current part;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6046223998;https://appfollow.io/app/4037/review/220842547;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220842547
